@relation cayenne_Concat_Single_LSTM_Metric_last_label

@attribute 'Modify Lines' numeric
@attribute 'Add Lines' numeric
@attribute 'Delete Lines' numeric
@attribute 'Distribution modified Lines' numeric
@attribute numOfBIC numeric
@attribute fileAge numeric
@attribute SumOfSourceRevision numeric
@attribute SumOfDeveloper numeric
@attribute CommitHour numeric
@attribute AGE numeric
@attribute numOfSubsystems numeric
@attribute numOfDirectories numeric
@attribute numOfFiles numeric
@attribute NUC numeric
@attribute developerExperience numeric
@attribute REXP numeric
@attribute LT numeric
@attribute 'LSTM C.E.' numeric
@attribute isBuggy {clean,buggy}

@data
6,0.058824,0.058824,1,1,7,2,1,16,7,2,9,59,0.016949,163,163,51,18.538857,clean
5,0.022346,0.005587,0,1,0,2,1,16,0,1,1,1,1,3,3,179,18.388004,clean
2,0.002732,0.002732,0,4,826,6,2,22,467,30,360,3113,0.11982,1,1,366,18.529421,clean
2,0.025,0.025,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,40,18.529421,clean
2,0.009174,0.009174,0,0,419,2,2,22,419,30,360,3113,0.11982,1,1,109,18.529421,clean
8,0.125,0.075,0,2,142,3,1,12,2,3,8,18,0.222222,230,230,40,18.374258,clean
2,0.012048,0.012048,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,83,18.529421,clean
9,0.078947,0.039474,2,1,0,1,1,16,0,1,5,13,0.076923,104,104,76,18.415041,buggy
2,0.003731,0.003731,0,2,132,3,2,22,7,30,360,3113,0.11982,1,1,268,18.529421,clean
6,0.010909,0.010909,2,0,0,1,1,15,0,1,2,2,1,136,75,275,18.463648,clean
2,0.020833,0.020833,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,48,18.529421,clean
9,0.022727,0.079545,0,1,0,1,1,14,0,6,43,118,0.245763,102,102,88,18.46595,buggy
5,0.0375,0.025,1,2,302,4,2,12,26,10,37,99,0.191919,277,277,80,18.504761,clean
2,0.012048,0.012048,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,83,18.529421,clean
2,0.007634,0.007634,0,1,858,2,2,22,858,30,360,3113,0.11982,1,1,131,18.529421,clean
2,0.015873,0.015873,0,1,826,2,2,22,826,30,360,3113,0.11982,1,1,63,18.529421,clean
2,0.015873,0.015873,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,63,18.529421,clean
20,0.038328,0.031359,1,4,748,7,3,11,0,1,2,11,0.090909,541,237.5,287,18.388094,clean
14,0.01287,0.005148,3,4,8,4,1,16,2,1,3,3,1,9,9,777,17.753719,buggy
2,0.013699,0.013699,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,73,18.529421,clean
6,0.076923,0.076923,0,1,0,1,1,13,0,3,45,135,0.007407,52,52,39,18.46595,buggy
52,0.102362,0.102362,6,2,142,3,1,18,0,1,1,15,0.066667,190,190,254,18.468414,clean
2,0.014286,0.014286,0,5,144,5,1,15,8,7,14,36,0.194444,85,70,70,18.514759,buggy
11,0.022113,0.004914,1,5,203,9,2,12,82,1,12,47,0.276596,193,193,407,18.323893,buggy
2,0.001196,0.001196,0,4,858,6,2,22,146,30,360,3113,0.11982,1,1,836,18.529421,clean
21,0.179487,0,0,3,138,3,2,14,138,2,5,6,0.833333,167,167,117,18.135706,buggy
183,0.054795,0.571918,3,1,0,1,1,11,0,2,9,38,0.052632,33,19.5,292,18.513144,buggy
2,0.017544,0.017544,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,57,18.529421,clean
0,0,0,0,1,0,1,1,17,0,2,4,10,0.2,80,80,49,18.555569,buggy
67,0.065156,0.029745,4,9,761,11,2,12,0,1,3,5,0.2,526,222.5,706,18.333248,clean
40,0.212903,0.045161,3,0,0,1,1,15,0,1,1,1,1,1,1,155,17.908327,clean
17,0.081395,0.017442,1,0,0,1,1,14,0,1,1,1,1,30,30,172,18.217073,clean
111,1.523077,0.184615,2,2,142,2,1,16,142,4,50,151,0.059603,189,189,65,17.917309,buggy
8,0.070588,0.023529,1,3,540,4,1,17,503,1,49,135,0.037037,507,363,85,18.259212,buggy
2,0.002551,0.002551,0,1,788,2,2,22,788,30,360,3113,0.11982,1,1,392,18.529421,clean
2,0.002825,0.002825,0,0,190,3,3,22,187,30,360,3113,0.11982,1,1,354,18.529421,clean
2,0.015873,0.015873,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,63,18.529421,clean
6,0.016949,0.016949,0,4,62,4,2,10,19,3,19,31,0.354839,12,12,177,18.451551,buggy
2,0.02381,0.02381,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,42,18.529421,clean
6,0.019417,0.009709,0,4,799,6,1,17,1,2,7,29,0.103448,547,243.5,206,18.392853,clean
2,0.016667,0.016667,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,60,18.529421,clean
2,0.010101,0.010101,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,99,18.529421,clean
6,0.021429,0.021429,0,1,15,3,2,12,14,12,53,103,0.135922,134,134,140,18.451551,clean
45,0.065868,0.203593,5,1,0,1,1,17,0,1,2,3,0.666667,517,213.5,167,17.689734,buggy
22,0.042705,0.035587,1,3,7,3,1,12,5,1,8,8,0.875,16,16,281,18.309719,buggy
2,0.00346,0.00346,0,4,789,8,4,22,40,30,360,3113,0.11982,1,1,289,18.529421,clean
17,0.078313,0.024096,5,4,433,10,4,15,7,2,3,5,0.2,366,222,166,18.078869,clean
18,0.072,0.072,3,2,142,3,1,18,0,1,1,15,0.066667,190,190,125,18.468414,clean
2,0.009009,0.009009,0,1,370,4,2,22,27,30,360,3113,0.11982,1,1,111,18.529421,clean
2,0.004202,0.004202,0,2,419,4,3,22,27,30,360,3113,0.11982,1,1,238,18.529421,clean
10,0.172414,0.172414,1,1,7,2,1,16,7,2,9,59,0.016949,163,163,29,18.538857,clean
2,0.002294,0.002294,0,1,315,5,2,13,49,2,26,80,0.3,35,20,436,18.529421,buggy
2,0.014706,0.014706,0,1,705,3,3,22,690,30,360,3113,0.11982,1,1,68,18.529421,clean
2,0.014085,0.014085,0,1,774,2,2,22,774,30,360,3113,0.11982,1,1,71,18.529421,clean
6,0.006211,0.012422,0,1,0,1,1,14,0,6,43,118,0.245763,102,102,322,18.46595,buggy
253,0.351735,0.047319,26,1,0,1,1,18,0,1,5,20,0.1,213,213,634,18.425152,buggy
3,0.017544,0.035088,0,1,0,1,1,17,0,1,18,96,0.197917,149,149,57,18.450974,buggy
3,0.012195,0.006098,0,8,658,10,3,16,0,1,6,10,0.2,103,88,164,18.364622,buggy
82,2.171429,0.171429,2,3,178,4,1,10,35,4,50,151,0.02649,209,209,35,17.936928,clean
2,0.027778,0.027778,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,36,18.529421,clean
51,0.073298,0.193717,8,1,161,2,1,12,161,1,1,2,0.5,195,195,191,18.394213,clean
2,0.016393,0.016393,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,61,18.529421,clean
2,0.032258,0.032258,0,0,769,3,3,22,755,30,360,3113,0.11982,1,1,31,18.529421,clean
2,0.021277,0.021277,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,47,18.529421,clean
2,0.007813,0.007813,0,1,820,3,2,22,712,30,360,3113,0.11982,1,1,128,18.529421,clean
30,0.039474,0.355263,1,2,423,3,2,18,1,1,3,14,0.071429,402,258,76,18.494061,clean
10,0.013928,0.013928,3,7,658,9,3,17,4,1,7,9,0.666667,106,91,359,18.368574,buggy
6,0.061728,0.012346,2,2,9,3,2,15,0,12,38,69,0.072464,310,166,81,18.280939,clean
4,0.052632,0.052632,0,1,0,1,1,13,0,3,45,135,0.007407,52,52,38,18.46595,buggy
10,0.04375,0.01875,3,1,135,3,2,18,7,1,2,8,0.25,188,188,160,18.324001,clean
2,0.014085,0.014085,0,1,847,3,2,22,847,30,360,3113,0.11982,1,1,71,18.529421,clean
16,0.039216,0.065359,2,0,80,2,2,15,80,1,2,7,0.142857,226,226,153,18.406317,clean
6,0.065789,0.013158,1,1,0,1,1,11,0,1,26,45,0.377778,514,210.5,76,18.393835,buggy
8,0.096154,0.057692,0,4,375,7,3,11,0,1,2,11,0.090909,541,237.5,52,18.388094,clean
2,0.011905,0.011905,0,2,14,4,2,17,0,1,2,7,0.285714,15,15,84,18.529421,clean
45,0.034865,0.03645,1,1,47,4,2,16,0,1,1,1,1,110,110,631,17.977537,clean
109,1.507692,0.169231,2,3,178,4,1,10,35,4,50,151,0.02649,209,209,65,17.936926,clean
7,0.006623,0.016556,1,1,0,1,1,17,0,5,26,49,0.22449,105,105,302,17.307325,buggy
2,0.008547,0.008547,0,0,802,2,2,22,802,30,360,3113,0.11982,1,1,117,18.529421,clean
3,0.016393,0.032787,1,7,223,9,4,16,3,1,4,11,0.454545,477,333,61,18.145761,clean
14,0.081301,0.03252,1,4,682,5,1,17,503,1,49,135,0.037037,507,363,123,18.259212,buggy
4,0.022727,0.022727,1,1,7,2,1,16,7,2,9,59,0.016949,163,163,88,18.538857,clean
2,0.004695,0.004695,0,4,834,8,4,22,266,30,360,3113,0.11982,1,1,213,18.529421,clean
16,0.035088,0.021053,1,1,0,1,1,12,0,7,38,73,0.09589,55,55,285,18.477367,buggy
36,0.092784,0.092784,0,2,56,3,1,16,51,1,2,12,0.5,88,88,194,18.333803,clean
2,0.021739,0.021739,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,46,18.529421,clean
2,0.008475,0.008475,0,1,741,2,2,22,741,30,360,3113,0.11982,1,1,118,18.529421,clean
0,0,0,0,0,0,1,1,15,0,2,9,30,0.066667,287,287,64,18.555569,clean
51,0.320755,0,4,5,222,8,2,10,9,2,3,5,0.6,334,190,159,18.468328,clean
7,0.012739,0.002123,0,1,0,1,1,18,0,2,2,2,0.5,2,2,471,18.441408,buggy
6,0.015873,0.015873,2,1,14,2,2,12,14,12,53,103,0.135922,134,134,189,18.451551,clean
2,0.018868,0.018868,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,53,18.529421,clean
4,0.023529,0.023529,0,2,0,2,1,14,0,1,45,120,0.016667,191,191,85,18.513144,buggy
2,0.01087,0.01087,0,1,250,3,3,22,244,30,360,3113,0.11982,1,1,92,18.529421,clean
12,0.010345,0.003448,2,4,799,11,2,17,1,2,7,29,0.103448,547,243.5,870,18.392853,clean
3,0.002326,0.004651,0,12,854,15,2,12,7,1,1,1,1,167,106,430,18.514759,clean
12,0.010296,0.005148,2,5,281,8,2,15,8,12,38,69,0.072464,310,166,777,18.280939,clean
19,0.210526,0.122807,1,2,16,3,2,11,2,2,20,35,0.228571,368,224,57,17.819508,clean
113,0.168724,0.296296,5,2,16,2,1,17,16,5,26,49,0.22449,105,105,243,17.307325,buggy
12,0.05618,0.011236,4,1,0,1,1,13,0,1,6,9,0.444444,154,154,178,18.2994,buggy
52,0.471698,0.509434,1,0,0,1,1,15,0,3,4,5,0.6,76,61,53,18.538857,clean
9,0.078261,0,2,1,0,2,1,12,0,2,7,14,0.428571,18,18,115,18.313969,clean
4,0.057143,0.057143,0,1,0,1,1,13,0,3,45,135,0.007407,52,52,35,18.46595,buggy
59,1.9,0.066667,3,2,142,2,1,16,142,4,50,151,0.059603,189,189,30,17.917309,buggy
1,0.007752,0,0,1,0,1,1,16,0,7,15,20,0.1,100,100,129,18.514759,buggy
2,0.001988,0.001988,0,14,697,30,4,17,143,4,12,15,0.733333,496,352,503,18.538275,clean
15,0.064516,0.032258,1,4,682,5,1,17,503,1,49,135,0.037037,507,363,155,18.259212,buggy
2,0.007813,0.007813,0,2,748,7,3,22,418,30,360,3113,0.11982,1,1,128,18.529421,clean
707,0.358885,0.051684,37,1,0,1,1,14,0,1,3,26,0.076923,15,15,1722,17.667965,buggy
2,0.003546,0.003546,0,0,797,2,2,22,797,30,360,3113,0.11982,1,1,282,18.529421,clean
17,0.116883,0.103896,1,1,0,1,1,12,0,4,8,33,0.121212,33,33,77,18.232225,buggy
55,0.180124,0.161491,4,7,657,9,3,17,238,2,7,16,0.625,100,85,161,18.451632,buggy
5,0.038462,0.025641,2,1,0,1,1,18,0,2,2,7,0.285714,205,205,78,18.568277,buggy
6,0.023077,0.023077,2,2,35,2,1,16,35,2,15,26,0.307692,137,137,130,18.456018,buggy
7,0.006865,0.009153,3,0,17,2,1,12,17,5,25,50,0.1,229,229,437,18.459023,clean
2,0.04,0.04,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,25,18.529421,clean
4,0.020548,0.006849,1,1,0,1,1,13,0,2,26,80,0.3,35,20,146,18.529421,buggy
10,0.017921,0.017921,3,2,1,2,1,14,1,6,43,118,0.245763,102,102,279,18.46595,buggy
2,0.020408,0.020408,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,49,18.529421,clean
2,0.019231,0.019231,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,52,18.529421,clean
10,0.028902,0.028902,2,1,0,1,1,17,0,1,1,2,0.5,17,17,173,18.069401,buggy
2,0.014085,0.014085,0,2,799,5,3,22,162,30,360,3113,0.11982,1,1,71,18.529421,clean
74,1.842105,0.105263,3,2,142,2,1,16,142,4,50,151,0.059603,189,189,38,17.917309,buggy
2,0.022222,0.022222,0,1,650,2,2,22,650,30,360,3113,0.11982,1,1,45,18.529421,clean
18,0.016949,0.135593,1,1,0,1,1,18,0,1,17,30,0.466667,443,299,118,18.459644,buggy
2,0.002137,0.002137,0,2,249,4,2,12,1,1,1,1,1,309,165,468,18.514759,clean
2,0.021739,0.021739,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,46,18.529421,clean
2,0.005814,0.005814,0,2,493,3,1,17,456,4,12,15,0.733333,496,352,172,18.538277,clean
14,0.037634,0,1,2,72,6,2,10,0,1,3,4,1,85,85,372,18.249353,clean
4,0.046512,0.046512,0,1,0,1,1,17,0,3,7,19,0.052632,54,54,43,18.303316,buggy
2,0.027778,0.027778,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,36,18.529421,clean
14,0.016667,0.061111,2,0,0,1,1,11,0,1,1,6,0.5,323,179,180,18.110437,clean
2,0.010101,0.010101,0,1,656,3,2,22,638,30,360,3113,0.11982,1,1,99,18.529421,clean
3,0.017544,0.035088,0,1,0,1,1,17,0,1,18,96,0.197917,149,149,57,18.450974,buggy
2,0.02381,0.02381,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,42,18.529421,clean
6,0.038961,0.038961,0,1,0,1,1,9,0,2,8,18,0.611111,10,10,77,18.513144,buggy
2,0.011765,0.011765,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,85,18.529421,clean
18,0.083333,0.130952,1,0,0,1,1,15,0,1,2,26,0.192308,61,61,84,18.555569,clean
6,0.107143,0.107143,0,1,0,1,1,15,0,2,4,17,0.352941,73,58,28,18.555569,buggy
2,0.003559,0.003559,0,1,144,3,2,22,61,30,360,3113,0.11982,1,1,281,18.529421,clean
7,0.037634,0,1,0,78,2,2,12,78,2,3,4,0.5,4,4,186,18.39607,clean
25,0.009132,0.013699,1,14,721,19,2,11,5,1,5,17,0.117647,113,52,1095,18.28574,buggy
4,0.00813,0.00813,1,2,83,4,2,12,14,12,53,103,0.135922,134,134,246,18.451551,clean
12,0.028037,0.028037,2,1,12,2,2,14,12,4,22,64,0.0625,6,6,214,18.277506,clean
12,0.15,0.05,2,1,0,1,1,12,0,1,3,8,0.25,194,194,60,18.247248,buggy
6,0.111111,0.111111,1,1,0,1,1,16,0,2,9,59,0.016949,155,155,27,18.538857,buggy
3,0.012195,0.02439,0,2,7,2,1,11,7,8,22,27,0.111111,41,26,82,18.513144,buggy
2,0.007353,0.007353,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,136,18.529421,clean
5,0.015873,0.010582,1,2,296,4,3,15,9,12,38,69,0.072464,310,166,189,18.280939,clean
2,0.015385,0.015385,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,65,18.529421,clean
2,0.007874,0.007874,0,1,781,2,2,22,781,30,360,3113,0.11982,1,1,127,18.529421,clean
2,0.003247,0.003247,0,2,24,5,2,18,10,3,5,8,0.5,182,182,308,18.514759,clean
45,0.275862,0.034483,6,2,40,3,1,14,0,1,6,17,0.470588,529,225.5,145,18.357132,buggy
133,0.020859,0.142331,2,8,785,12,3,11,28,1,2,2,0.5,538,234.5,815,18.463648,clean
2,0.012821,0.012821,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,78,18.529421,clean
11,0.070423,0.084507,2,1,0,1,1,16,0,7,15,20,0.1,100,100,71,18.514759,buggy
6,0.034091,0.034091,1,1,0,2,1,15,0,3,10,39,0.025641,8,8,88,18.507477,buggy
16,0.102041,0.061224,2,3,10,3,1,15,10,1,1,1,1,261,261,98,18.329262,buggy
6,0.017544,0.008772,1,3,85,3,1,17,7,5,26,49,0.22449,105,105,228,17.307325,buggy
35,0.115385,0.076923,0,3,286,7,4,15,7,3,7,10,0.1,297,153,182,18.183086,clean
5,0.033784,0,0,2,438,3,1,13,430,1,3,12,0.5,347,203,148,18.488417,buggy
2,0.022727,0.022727,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,44,18.529421,clean
12,0.22449,0.020408,2,1,0,1,1,14,0,1,6,17,0.470588,529,225.5,49,18.357132,buggy
2,0.004367,0.004367,0,2,253,7,4,22,76,30,360,3113,0.11982,1,1,229,18.529421,clean
2,0.003788,0.003788,0,3,825,6,4,22,487,30,360,3113,0.11982,1,1,264,18.529421,clean
5,0.005405,0.008108,1,2,355,3,1,17,355,5,14,40,0.55,524,220.5,370,18.538277,buggy
3,0.003846,0.007692,0,4,283,8,2,15,0,2,8,11,0.454545,17,17,260,18.568277,clean
23,0.311475,0.065574,1,7,220,8,4,15,2,1,2,2,1,32,32,61,18.156448,buggy
7,0.05,0.066667,1,0,0,1,1,16,0,2,8,20,0.1,78,78,60,18.354872,clean
18,0.069767,0.139535,2,1,0,1,1,14,0,6,43,118,0.245763,102,102,86,18.46595,buggy
2,0.013889,0.013889,0,1,0,2,1,15,0,3,10,39,0.025641,8,8,72,18.507477,buggy
16,0.12,0.2,1,1,0,1,1,14,0,13,20,29,0.034483,112,112,50,18.425152,buggy
4,0.01005,0.01005,1,1,0,1,1,10,0,13,24,35,0.428571,34,19,199,18.302359,buggy
140,0.011442,0.308924,8,5,383,10,3,10,9,1,1,2,1,335,191,437,18.425154,clean
3,0.027778,0.013889,1,1,0,1,1,16,0,2,6,12,0.416667,184,184,72,18.380779,buggy
2,0.020408,0.020408,0,0,2,2,2,14,2,1,2,3,0.333333,486,342,49,18.513144,clean
100,1.764706,0.196078,1,1,591,3,1,15,584,2,2,13,0.153846,509,365,51,17.542681,clean
5,0.128205,0,0,1,0,1,1,17,0,5,9,46,0.130435,57,57,39,18.012848,buggy
47,0.518072,0.048193,2,1,0,1,1,14,0,1,3,26,0.076923,15,15,83,17.667965,buggy
2,0.010417,0.010417,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,96,18.529421,clean
2,0.04,0.04,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,25,18.529421,clean
6,0.12,0.12,1,1,7,2,1,16,7,2,9,59,0.016949,163,163,25,18.538857,clean
4,0.020202,0.020202,0,2,8,3,1,15,0,7,14,36,0.194444,85,70,99,18.514759,buggy
2,0.013158,0.013158,0,0,0,1,1,22,0,30,360,3113,0.11982,1,1,76,18.529421,clean
102,0.129338,0.192429,8,1,301,3,2,17,248,1,9,13,0.692308,497,353,317,18.513144,clean
2,0.004831,0.004831,0,2,529,5,2,22,27,30,360,3113,0.11982,1,1,207,18.529421,clean
2,0.009174,0.009174,0,1,797,2,2,22,797,30,360,3113,0.11982,1,1,109,18.529421,clean
6,0.005338,0.005338,1,2,19,2,2,10,19,3,19,31,0.354839,12,12,562,18.451551,buggy
